station,hour,scan,VP,FP,FN,n_plots,n_gt
reiherstieg,11,64,2,15,0,17,2
reiherstieg,11,65,1,9,0,10,1
reiherstieg,11,66,1,6,0,7,1
reiherstieg,11,67,1,6,0,7,1
sandauhafen,09,0,9,55,2,64,11
sandauhafen,09,1,8,60,2,68,10
sandauhafen,09,2,8,44,2,52,10
sandauhafen,09,3,10,53,1,63,11
sandauhafen,09,4,8,50,1,58,9
sandauhafen,09,5,5,51,2,56,7
sandauhafen,09,6,9,53,2,62,11
sandauhafen,09,7,11,57,1,68,12
sandauhafen,09,8,9,47,0,56,9
sandauhafen,09,9,6,39,2,45,8
sandauhafen,09,10,8,41,2,49,10
sandauhafen,09,11,7,36,0,43,7
sandauhafen,09,12,6,32,1,38,7
sandauhafen,09,13,8,46,2,54,10
sandauhafen,09,14,9,43,1,52,10
sandauhafen,09,15,10,43,1,53,11
sandauhafen,09,16,8,44,3,52,11
sandauhafen,09,17,8,42,3,50,11
sandauhafen,09,18,7,36,1,43,8
sandauhafen,09,19,5,27,2,32,7
sandauhafen,09,20,7,30,3,37,10
sandauhafen,09,21,8,34,1,42,9
sandauhafen,09,22,8,38,1,46,9
sandauhafen,09,23,8,31,0,39,8
sandauhafen,09,24,9,40,0,49,9
sandauhafen,09,25,8,49,1,57,9
sandauhafen,09,26,7,33,1,40,8
sandauhafen,09,27,8,47,2,55,10
sandauhafen,09,28,11,58,1,69,12
sandauhafen,09,29,9,49,0,58,9
sandauhafen,09,30,7,34,2,41,9
sandauhafen,09,31,9,57,2,66,11
sandauhafen,09,32,8,53,0,61,8
sandauhafen,09,33,5,30,1,35,6
sandauhafen,09,34,6,32,1,38,7
sandauhafen,09,35,10,62,1,72,11
sandauhafen,09,36,10,44,1,54,11
sandauhafen,09,37,8,44,1,52,9
sandauhafen,09,38,10,47,1,57,11
sandauhafen,09,39,8,39,1,47,9
sandauhafen,09,40,7,34,1,41,8
sandauhafen,09,41,9,46,1,55,10
sandauhafen,09,42,9,54,1,63,10
sandauhafen,09,43,6,19,0,25,6
sandauhafen,09,44,6,19,0,25,6
sandauhafen,09,45,5,23,0,28,5
sandauhafen,09,46,6,22,0,28,6
sandauhafen,09,47,5,17,0,22,5
sandauhafen,09,48,6,22,0,28,6
sandauhafen,09,49,10,37,0,47,10
sandauhafen,09,50,7,24,0,31,7
sandauhafen,09,51,4,15,0,19,4
sandauhafen,09,52,5,16,0,21,5
sandauhafen,09,53,5,22,0,27,5
sandauhafen,09,54,7,25,0,32,7
sandauhafen,09,55,5,14,0,19,5
sandauhafen,09,56,7,25,0,32,7
sandauhafen,09,57,9,25,0,34,9
sandauhafen,09,58,8,17,0,25,8
sandauhafen,09,59,6,33,0,39,6
sandauhafen,09,60,8,34,0,42,8
sandauhafen,09,61,6,21,0,27,6
sandauhafen,09,62,6,19,0,25,6
sandauhafen,09,63,7,37,1,44,8
sandauhafen,09,64,10,35,1,45,11
sandauhafen,09,65,7,25,0,32,7
sandauhafen,09,66,6,30,0,36,6
sandauhafen,09,67,8,31,0,39,8
sandauhafen,09,68,6,17,0,23,6
sandauhafen,09,69,8,23,0,31,8
sandauhafen,09,70,9,32,0,41,9
sandauhafen,09,71,8,24,0,32,8
sandauhafen,09,72,5,17,0,22,5
sandauhafen,09,73,7,33,0,40,7
sandauhafen,09,74,7,30,0,37,7
sandauhafen,09,75,5,20,0,25,5
sandauhafen,09,76,6,21,0,27,6
sandauhafen,09,77,9,41,0,50,9
sandauhafen,09,78,10,37,0,47,10
sandauhafen,09,79,4,13,0,17,4
sandauhafen,09,80,4,13,0,17,4
sandauhafen,09,81,4,24,0,28,4
sandauhafen,09,82,4,20,0,24,4
sandauhafen,09,83,3,9,0,12,3
sandauhafen,09,84,4,13,0,17,4
sandauhafen,09,85,5,17,0,22,5
sandauhafen,11,0,6,16,2,22,8
sandauhafen,11,1,5,24,4,29,9
sandauhafen,11,2,8,27,1,35,9
sandauhafen,11,3,6,24,2,30,8
sandauhafen,11,4,8,34,2,42,10
sandauhafen,11,5,7,27,2,34,9
sandauhafen,11,6,6,24,1,30,7
sandauhafen,11,7,6,27,3,33,9
sandauhafen,11,8,7,28,2,35,9
sandauhafen,11,9,7,38,0,45,7
sandauhafen,11,10,6,24,1,30,7
sandauhafen,11,11,7,23,2,30,9
sandauhafen,11,12,8,39,1,47,9
sandauhafen,11,13,7,35,1,42,8
sandauhafen,11,14,8,37,2,45,10
sandauhafen,11,15,7,39,1,46,8
sandauhafen,11,16,5,29,0,34,5
sandauhafen,11,17,7,49,1,56,8
sandauhafen,11,18,8,49,2,57,10
sandauhafen,11,19,6,31,1,37,7
sandauhafen,11,20,4,24,0,28,4
sandauhafen,11,21,8,39,1,47,9
sandauhafen,11,22,8,42,1,50,9
sandauhafen,11,23,7,30,0,37,7
sandauhafen,11,24,9,37,1,46,10
sandauhafen,11,25,6,32,2,38,8
sandauhafen,11,26,8,28,1,36,9
sandauhafen,11,27,8,31,0,39,8
sandauhafen,11,28,8,37,1,45,9
sandauhafen,11,29,5,26,1,31,6
sandauhafen,11,30,5,18,1,23,6
sandauhafen,11,31,7,30,1,37,8
sandauhafen,11,32,7,32,1,39,8
sandauhafen,11,33,7,26,0,33,7
sandauhafen,11,34,6,26,0,32,6
sandauhafen,11,35,4,22,1,26,5
sandauhafen,11,36,6,23,1,29,7
sandauhafen,11,37,6,19,0,25,6
sandauhafen,11,38,7,30,1,37,8
sandauhafen,11,39,6,25,1,31,7
sandauhafen,11,40,7,32,0,39,7
sandauhafen,11,41,8,29,0,37,8
sandauhafen,11,42,2,5,0,7,2
sandauhafen,11,43,4,10,0,14,4
sandauhafen,11,44,5,16,0,21,5
sandauhafen,11,45,4,19,0,23,4
sandauhafen,11,46,4,20,0,24,4
sandauhafen,11,47,6,26,1,32,7
sandauhafen,11,48,4,17,1,21,5
sandauhafen,11,49,4,18,0,22,4
sandauhafen,11,50,6,22,0,28,6
sandauhafen,11,51,4,14,0,18,4
sandauhafen,11,52,2,14,0,16,2
sandauhafen,11,53,5,27,0,32,5
sandauhafen,11,54,6,25,0,31,6
sandauhafen,11,55,3,18,0,21,3
sandauhafen,11,56,3,14,0,17,3
sandauhafen,11,57,5,20,0,25,5
sandauhafen,11,58,5,27,0,32,5
sandauhafen,11,59,3,16,0,19,3
sandauhafen,11,60,3,16,0,19,3
sandauhafen,11,61,4,17,1,21,5
sandauhafen,11,62,4,24,1,28,5
sandauhafen,11,63,5,26,0,31,5
sandauhafen,11,64,5,18,0,23,5
sandauhafen,11,65,5,25,0,30,5
sandauhafen,11,66,4,23,0,27,4
sandauhafen,11,67,4,20,0,24,4
sandauhafen,11,68,3,10,0,13,3
sandauhafen,11,69,4,15,0,19,4
sandauhafen,11,70,4,19,0,23,4
sandauhafen,11,71,5,20,0,25,5
sandauhafen,11,72,4,16,1,20,5
sandauhafen,11,73,4,19,1,23,5
sandauhafen,11,74,5,26,0,31,5
sandauhafen,11,75,3,13,1,16,4
sandauhafen,11,76,3,12,1,15,4
sandauhafen,11,77,4,15,0,19,4
sandauhafen,11,78,5,16,0,21,5
sandauhafen,11,79,3,12,1,15,4
sandauhafen,11,80,3,9,1,12,4
sandauhafen,11,81,5,18,0,23,5
sandauhafen,11,82,5,16,1,21,6
sandauhafen,11,83,4,10,1,14,5
seemannshoeft,09,0,16,57,3,73,19
seemannshoeft,09,1,15,49,2,64,17
seemannshoeft,09,2,16,55,7,71,23
seemannshoeft,09,3,16,71,8,87,24
seemannshoeft,09,4,18,54,2,72,20
seemannshoeft,09,5,14,61,4,75,18
seemannshoeft,09,6,12,56,3,68,15
seemannshoeft,09,7,13,55,3,68,16
seemannshoeft,09,8,13,43,2,56,15
seemannshoeft,09,9,18,50,3,68,21
seemannshoeft,09,10,14,50,5,64,19
seemannshoeft,09,11,14,45,4,59,18
seemannshoeft,09,12,13,52,5,65,18
seemannshoeft,09,13,13,62,5,75,18
seemannshoeft,09,14,15,63,2,78,17
seemannshoeft,09,15,16,59,1,75,17
seemannshoeft,09,16,16,75,3,91,19
seemannshoeft,09,17,14,61,3,75,17
seemannshoeft,09,18,10,49,4,59,14
seemannshoeft,09,19,10,65,4,75,14
seemannshoeft,09,20,14,70,5,84,19
seemannshoeft,09,21,14,55,3,69,17
seemannshoeft,09,22,14,48,3,62,17
seemannshoeft,09,23,14,57,5,71,19
seemannshoeft,09,24,15,61,5,76,20
seemannshoeft,09,25,16,67,3,83,19
seemannshoeft,09,26,13,73,5,86,18
seemannshoeft,09,27,11,50,3,61,14
seemannshoeft,09,28,8,48,4,56,12
seemannshoeft,09,29,5,33,4,38,9
seemannshoeft,09,30,15,54,3,69,18
seemannshoeft,09,31,16,57,5,73,21
seemannshoeft,09,32,12,42,3,54,15
seemannshoeft,09,33,11,53,2,64,13
seemannshoeft,09,34,14,50,4,64,18
seemannshoeft,09,35,16,54,4,70,20
seemannshoeft,09,36,15,51,3,66,18
seemannshoeft,09,37,14,44,6,58,20
seemannshoeft,09,38,14,52,6,66,20
seemannshoeft,09,39,12,45,5,57,17
seemannshoeft,09,40,12,47,5,59,17
seemannshoeft,09,41,14,61,6,75,20
seemannshoeft,09,42,15,38,3,53,18
seemannshoeft,09,43,19,52,5,71,24
seemannshoeft,09,44,14,55,6,69,20
seemannshoeft,09,45,15,45,4,60,19
seemannshoeft,09,46,19,48,0,67,19
seemannshoeft,09,47,13,44,2,57,15
seemannshoeft,09,48,9,34,2,43,11
seemannshoeft,09,49,14,46,4,60,18
seemannshoeft,09,50,17,44,5,61,22
seemannshoeft,09,51,10,42,6,52,16
seemannshoeft,09,52,11,41,4,52,15
seemannshoeft,09,53,14,48,3,62,17
seemannshoeft,09,54,18,56,5,74,23
seemannshoeft,09,55,15,54,5,69,20
seemannshoeft,09,56,12,48,3,60,15
seemannshoeft,09,57,14,46,3,60,17
seemannshoeft,09,58,12,44,4,56,16
seemannshoeft,09,59,10,45,6,55,16
seemannshoeft,09,60,16,48,3,64,19
seemannshoeft,09,61,13,44,2,57,15
seemannshoeft,09,62,11,48,3,59,14
seemannshoeft,09,63,13,48,5,61,18
seemannshoeft,09,64,16,49,4,65,20
seemannshoeft,09,65,11,49,4,60,15
seemannshoeft,09,66,14,56,5,70,19
seemannshoeft,09,67,16,52,4,68,20
seemannshoeft,09,68,11,45,2,56,13
seemannshoeft,09,69,10,40,3,50,13
seemannshoeft,09,70,13,43,2,56,15
seemannshoeft,09,71,13,57,3,70,16
seemannshoeft,09,72,10,50,3,60,13
seemannshoeft,09,73,12,39,4,51,16
seemannshoeft,09,74,14,50,5,64,19
seemannshoeft,09,75,14,61,4,75,18
seemannshoeft,09,76,13,65,4,78,17
seemannshoeft,09,77,11,46,4,57,15
seemannshoeft,09,78,14,53,4,67,18
seemannshoeft,09,79,9,45,4,54,13
seemannshoeft,09,80,12,47,6,59,18
seemannshoeft,09,81,16,62,6,78,22
seemannshoeft,09,82,10,51,4,61,14
seemannshoeft,09,83,11,39,3,50,14
seemannshoeft,11,0,19,47,3,66,22
seemannshoeft,11,1,13,46,5,59,18
seemannshoeft,11,2,16,51,8,67,24
seemannshoeft,11,3,17,50,6,67,23
seemannshoeft,11,4,12,50,4,62,16
seemannshoeft,11,5,13,43,5,56,18
seemannshoeft,11,6,12,45,4,57,16
seemannshoeft,11,7,13,37,5,50,18
seemannshoeft,11,8,14,39,3,53,17
seemannshoeft,11,9,17,44,5,61,22
seemannshoeft,11,10,18,49,5,67,23
seemannshoeft,11,11,14,40,5,54,19
seemannshoeft,11,12,12,39,4,51,16
seemannshoeft,11,13,14,33,6,47,20
seemannshoeft,11,14,16,48,4,64,20
seemannshoeft,11,15,14,44,4,58,18
seemannshoeft,11,16,12,33,6,45,18
seemannshoeft,11,17,13,48,5,61,18
seemannshoeft,11,18,13,40,6,53,19
seemannshoeft,11,19,13,39,5,52,18
seemannshoeft,11,20,15,39,4,54,19
seemannshoeft,11,21,17,27,3,44,20
seemannshoeft,11,22,11,36,5,47,16
seemannshoeft,11,23,17,44,7,61,24
seemannshoeft,11,24,18,42,4,60,22
seemannshoeft,11,25,11,29,3,40,14
seemannshoeft,11,26,14,46,5,60,19
seemannshoeft,11,27,14,39,4,53,18
seemannshoeft,11,28,12,43,4,55,16
seemannshoeft,11,29,12,37,4,49,16
seemannshoeft,11,30,15,47,6,62,21
seemannshoeft,11,31,16,50,5,66,21
seemannshoeft,11,32,13,36,4,49,17
seemannshoeft,11,33,12,41,3,53,15
seemannshoeft,11,34,16,43,6,59,22
seemannshoeft,11,35,16,58,3,74,19
seemannshoeft,11,36,10,47,4,57,14
seemannshoeft,11,37,15,46,6,61,21
seemannshoeft,11,38,15,49,4,64,19
seemannshoeft,11,39,13,35,4,48,17
seemannshoeft,11,40,11,43,6,54,17
seemannshoeft,11,41,12,44,5,56,17
seemannshoeft,11,42,13,43,3,56,16
seemannshoeft,11,43,15,57,4,72,19
seemannshoeft,11,44,16,55,4,71,20
seemannshoeft,11,45,15,54,3,69,18
seemannshoeft,11,46,14,50,2,64,16
seemannshoeft,11,47,13,53,1,66,14
seemannshoeft,11,48,11,50,0,61,11
seemannshoeft,11,49,12,52,3,64,15
seemannshoeft,11,50,17,54,4,71,21
seemannshoeft,11,51,13,44,4,57,17
seemannshoeft,11,52,11,37,3,48,14
seemannshoeft,11,53,14,44,4,58,18
seemannshoeft,11,54,13,43,3,56,16
seemannshoeft,11,55,12,49,3,61,15
seemannshoeft,11,56,12,51,5,63,17
seemannshoeft,11,57,13,47,3,60,16
seemannshoeft,11,58,13,39,2,52,15
seemannshoeft,11,59,12,39,3,51,15
seemannshoeft,11,60,12,55,7,67,19
seemannshoeft,11,61,10,56,6,66,16
seemannshoeft,11,62,13,56,5,69,18
seemannshoeft,11,63,12,49,4,61,16
seemannshoeft,11,64,12,62,3,74,15
seemannshoeft,11,65,11,51,4,62,15
seemannshoeft,11,66,13,30,3,43,16
seemannshoeft,11,67,10,46,4,56,14
seemannshoeft,11,68,7,42,4,49,11
seemannshoeft,11,69,10,43,2,53,12
seemannshoeft,11,70,13,32,3,45,16
seemannshoeft,11,71,15,49,4,64,19
seemannshoeft,11,72,9,45,5,54,14
seemannshoeft,11,73,10,40,4,50,14
seemannshoeft,11,74,10,46,6,56,16
seemannshoeft,11,75,9,42,6,51,15
seemannshoeft,11,76,10,48,3,58,13
seemannshoeft,11,77,12,57,6,69,18
seemannshoeft,11,78,13,43,4,56,17
seemannshoeft,11,79,12,37,2,49,14
seemannshoeft,11,80,12,49,3,61,15
seemannshoeft,11,81,13,53,6,66,19
seemannshoeft,11,82,14,56,4,70,18
seemannshoeft,11,83,12,50,4,62,16
